scene_min_x,scene_min_z,scene_max_x,scene_max_z,render,collision,water
283.96438598632812,-416.05465698242188,287.96438598632812,-412.05465698242188,1,1,0
287.96438598632812,-416.05465698242188,291.96438598632812,-412.05465698242188,1,1,0
291.96438598632812,-416.05465698242188,295.96438598632812,-412.05465698242188,1,1,0
295.96438598632812,-416.05465698242188,299.96438598632812,-412.05465698242188,1,1,0
171.96438598632812,-412.05465698242188,175.96438598632812,-408.05465698242188,1,1,0
175.96438598632812,-412.05465698242188,179.96438598632812,-408.05465698242188,1,1,0
179.96438598632812,-412.05465698242188,183.96438598632812,-408.05465698242188,1,1,0
183.96438598632812,-412.05465698242188,187.96438598632812,-408.05465698242188,1,1,0
187.96438598632812,-412.05465698242188,191.96438598632812,-408.05465698242188,1,1,0
191.96438598632812,-412.05465698242188,195.96438598632812,-408.05465698242188,1,1,0
227.96438598632812,-412.05465698242188,231.96438598632812,-408.05465698242188,1,1,0
231.96438598632812,-412.05465698242188,235.96438598632812,-408.05465698242188,1,1,0
255.96438598632812,-412.05465698242188,259.96438598632812,-408.05465698242188,1,1,0
259.96438598632812,-412.05465698242188,263.96438598632812,-408.05465698242188,1,1,0
263.96438598632812,-412.05465698242188,267.96438598632812,-408.05465698242188,1,1,0
267.96438598632812,-412.05465698242188,271.96438598632812,-408.05465698242188,1,1,0
271.96438598632812,-412.05465698242188,275.96438598632812,-408.05465698242188,1,1,0
287.96438598632812,-412.05465698242188,291.96438598632812,-408.05465698242188,1,1,0
291.96438598632812,-412.05465698242188,295.96438598632812,-408.05465698242188,1,1,0
295.96438598632812,-412.05465698242188,299.96438598632812,-408.05465698242188,1,1,0
299.96438598632812,-412.05465698242188,303.96438598632812,-408.05465698242188,1,1,0
303.96438598632812,-412.05465698242188,307.96438598632812,-408.05465698242188,1,1,0
323.96438598632812,-412.05465698242188,327.96438598632812,-408.05465698242188,1,1,0
327.96438598632812,-412.05465698242188,331.96438598632812,-408.05465698242188,1,1,0
331.96438598632812,-412.05465698242188,335.96438598632812,-408.05465698242188,1,1,0
335.96438598632812,-412.05465698242188,339.96438598632812,-408.05465698242188,1,1,0
159.96438598632812,-408.05465698242188,163.96438598632812,-404.05465698242188,1,1,0
163.96438598632812,-408.05465698242188,167.96438598632812,-404.05465698242188,1,1,0
167.96438598632812,-408.05465698242188,171.96438598632812,-404.05465698242188,1,1,0
171.96438598632812,-408.05465698242188,175.96438598632812,-404.05465698242188,1,1,0
175.96438598632812,-408.05465698242188,179.96438598632812,-404.05465698242188,1,1,0
179.96438598632812,-408.05465698242188,183.96438598632812,-404.05465698242188,1,1,0
183.96438598632812,-408.05465698242188,187.96438598632812,-404.05465698242188,1,1,0
187.96438598632812,-408.05465698242188,191.96438598632812,-404.05465698242188,1,1,0
191.96438598632812,-408.05465698242188,195.96438598632812,-404.05465698242188,1,1,0
195.96438598632812,-408.05465698242188,199.96438598632812,-404.05465698242188,1,1,0
199.96438598632812,-408.05465698242188,203.96438598632812,-404.05465698242188,1,1,0
203.96438598632812,-408.05465698242188,207.96438598632812,-404.05465698242188,1,1,0
207.96438598632812,-408.05465698242188,211.96438598632812,-404.05465698242188,1,1,0
211.96438598632812,-408.05465698242188,215.96438598632812,-404.05465698242188,1,1,0
215.96438598632812,-408.05465698242188,219.96438598632812,-404.05465698242188,1,1,0
219.96438598632812,-408.05465698242188,223.96438598632812,-404.05465698242188,1,1,0
223.96438598632812,-408.05465698242188,227.96438598632812,-404.05465698242188,1,1,0
227.96438598632812,-408.05465698242188,231.96438598632812,-404.05465698242188,1,1,0
231.96438598632812,-408.05465698242188,235.96438598632812,-404.05465698242188,1,1,0
235.96438598632812,-408.05465698242188,239.96438598632812,-404.05465698242188,1,1,0
239.96438598632812,-408.05465698242188,243.96438598632812,-404.05465698242188,1,1,0
243.96438598632812,-408.05465698242188,247.96438598632812,-404.05465698242188,1,1,0
247.96438598632812,-408.05465698242188,251.96438598632812,-404.05465698242188,1,1,0
251.96438598632812,-408.05465698242188,255.96438598632812,-404.05465698242188,1,1,0
255.96438598632812,-408.05465698242188,259.96438598632812,-404.05465698242188,1,1,0
259.96438598632812,-408.05465698242188,263.96438598632812,-404.05465698242188,1,1,0
263.96438598632812,-408.05465698242188,267.96438598632812,-404.05465698242188,1,1,0
267.96438598632812,-408.05465698242188,271.96438598632812,-404.05465698242188,1,1,0
271.96438598632812,-408.05465698242188,275.96438598632812,-404.05465698242188,1,1,0
291.96438598632812,-408.05465698242188,295.96438598632812,-404.05465698242188,1,1,0
295.96438598632812,-408.05465698242188,299.96438598632812,-404.05465698242188,1,1,0
299.96438598632812,-408.05465698242188,303.96438598632812,-404.05465698242188,1,1,0
303.96438598632812,-408.05465698242188,307.96438598632812,-404.05465698242188,1,1,0
307.96438598632812,-408.05465698242188,311.96438598632812,-404.05465698242188,1,1,0
311.96438598632812,-408.05465698242188,315.96438598632812,-404.05465698242188,1,1,0
323.96438598632812,-408.05465698242188,327.96438598632812,-404.05465698242188,1,1,0
327.96438598632812,-408.05465698242188,331.96438598632812,-404.05465698242188,1,1,0
331.96438598632812,-408.05465698242188,335.96438598632812,-404.05465698242188,1,1,0
335.96438598632812,-408.05465698242188,339.96438598632812,-404.05465698242188,1,1,0
135.96438598632812,-404.05465698242188,139.96438598632812,-400.05465698242188,1,1,0
139.96438598632812,-404.05465698242188,143.96438598632812,-400.05465698242188,1,1,0
143.96438598632812,-404.05465698242188,147.96438598632812,-400.05465698242188,1,1,0
147.96438598632812,-404.05465698242188,151.96438598632812,-400.05465698242188,1,1,0
151.96438598632812,-404.05465698242188,155.96438598632812,-400.05465698242188,1,1,0
155.96438598632812,-404.05465698242188,159.96438598632812,-400.05465698242188,1,1,0
159.96438598632812,-404.05465698242188,163.96438598632812,-400.05465698242188,1,1,0
163.96438598632812,-404.05465698242188,167.96438598632812,-400.05465698242188,1,1,0
167.96438598632812,-404.05465698242188,171.96438598632812,-400.05465698242188,1,1,0
171.96438598632812,-404.05465698242188,175.96438598632812,-400.05465698242188,1,1,0
175.96438598632812,-404.05465698242188,179.96438598632812,-400.05465698242188,1,1,0
179.96438598632812,-404.05465698242188,183.96438598632812,-400.05465698242188,1,1,0
183.96438598632812,-404.05465698242188,187.96438598632812,-400.05465698242188,1,1,0
187.96438598632812,-404.05465698242188,191.96438598632812,-400.05465698242188,1,1,0
191.96438598632812,-404.05465698242188,195.96438598632812,-400.05465698242188,1,1,0
195.96438598632812,-404.05465698242188,199.96438598632812,-400.05465698242188,1,1,0
199.96438598632812,-404.05465698242188,203.96438598632812,-400.05465698242188,1,1,0
203.96438598632812,-404.05465698242188,207.96438598632812,-400.05465698242188,1,1,0
207.96438598632812,-404.05465698242188,211.96438598632812,-400.05465698242188,1,1,0
211.96438598632812,-404.05465698242188,215.96438598632812,-400.05465698242188,1,1,0
215.96438598632812,-404.05465698242188,219.96438598632812,-400.05465698242188,1,1,0
219.96438598632812,-404.05465698242188,223.96438598632812,-400.05465698242188,1,1,0
223.96438598632812,-404.05465698242188,227.96438598632812,-400.05465698242188,1,1,0
227.96438598632812,-404.05465698242188,231.96438598632812,-400.05465698242188,1,1,0
231.96438598632812,-404.05465698242188,235.96438598632812,-400.05465698242188,1,1,0
235.96438598632812,-404.05465698242188,239.96438598632812,-400.05465698242188,1,1,0
239.96438598632812,-404.05465698242188,243.96438598632812,-400.05465698242188,1,1,0
243.96438598632812,-404.05465698242188,247.96438598632812,-400.05465698242188,1,1,0
247.96438598632812,-404.05465698242188,251.96438598632812,-400.05465698242188,1,1,0
251.96438598632812,-404.05465698242188,255.96438598632812,-400.05465698242188,1,1,0
255.96438598632812,-404.05465698242188,259.96438598632812,-400.05465698242188,1,1,0
259.96438598632812,-404.05465698242188,263.96438598632812,-400.05465698242188,1,1,0
263.96438598632812,-404.05465698242188,267.96438598632812,-400.05465698242188,1,1,0
295.96438598632812,-404.05465698242188,299.96438598632812,-400.05465698242188,1,1,0
299.96438598632812,-404.05465698242188,303.96438598632812,-400.05465698242188,1,1,0
303.96438598632812,-404.05465698242188,307.96438598632812,-400.05465698242188,1,1,0
307.96438598632812,-404.05465698242188,311.96438598632812,-400.05465698242188,1,1,0
311.96438598632812,-404.05465698242188,315.96438598632812,-400.05465698242188,1,1,0
335.96438598632812,-404.05465698242188,339.96438598632812,-400.05465698242188,1,1,0
131.96438598632812,-400.05465698242188,135.96438598632812,-396.05465698242188,1,1,0
135.96438598632812,-400.05465698242188,139.96438598632812,-396.05465698242188,1,1,0
