object_name,material,super_flag,sub_flag,blend_flags,flags2,vert_stride,vert_count,index_count,map_refs
mntd_x02z03     ,model   s_munt  ,64,60,0,0,36,74,139,0
_bas_kusa01_m   ,model   b_w01c  ,64,110,8192,0,36,176,307,0
_bas_kusa02_h   ,model   b_w01c  ,64,164,8192,0,36,273,475,0
_bas_kusa02_m   ,model   b_w01c  ,64,80,8192,0,36,125,223,1
_bas_kusa03_h   ,model   b_w01c  ,64,102,0,0,36,9,14,0
_bas_kusa03_h   ,model   b_w01c  ,64,102,8192,0,36,148,212,0
_hachi_h        ,model   s_bas_h ,64,264,0,0,36,104,245,2
_hachi_h        ,model   s_fount ,64,264,0,0,36,88,163,2
_hachi_h        ,model   sy_w01c ,64,264,8192,0,36,196,375,2
_ron_w02_h      ,model   ron_w01c,64,238,0,0,36,214,425,0
_ron_w02_h      ,model   ron_w01c,64,238,8192,0,36,152,226,0
_ron_w02_m      ,model   ron_w01c,64,146,0,0,36,27,51,0
_ron_w02_m      ,model   ron_w01c,64,146,8192,0,36,235,391,0
01_brige        ,model   s_kabe2 ,64,278,0,0,36,260,455,0
01_brige        ,model   s_yuka  ,64,278,0,0,36,36,52,0
01_brige        ,model   s_side1 ,64,278,0,0,36,98,138,0
01_brige_p1     ,model   s_kabe2 ,64,72,0,0,36,60,82,0
01_brige_p1     ,model   s_yuka  ,64,72,0,0,36,71,106,0
02_gate         ,model   s_roof  ,64,276,0,0,36,103,183,0
02_gate         ,model   s_kabe  ,64,276,0,0,36,259,491,0
ad_brig         ,model   s_yuka  ,64,2433,0,0,36,279,487,0
ad_brig         ,model   s_kabe2 ,64,2433,0,0,36,1371,2719,0
ad_brig         ,model   s_stone ,64,2433,0,0,36,592,1229,0
ad_brig         ,model   s_wood  ,64,2433,0,0,36,256,507,0
ad_brig         ,model   s_step2 ,64,2433,0,0,36,22,29,0
ad_brig         ,model   s_side1 ,64,2433,0,0,36,112,243,0
ad_brig         ,model   s_fount ,64,2433,0,0,36,68,149,0
ad_brig         ,model   s_yuka  ,64,2433,32768,0,36,123,219,0
ad_brig         ,model   s_stone ,64,2433,32768,0,36,54,78,0
ad_brig         ,model   s_kabe2 ,64,2433,32768,0,36,28,54,0
ad_brig_p1      ,model   s_kabe2 ,64,88,0,0,36,80,133,0
ad_brig_p1      ,model   s_yuka  ,64,88,0,0,36,41,58,0
ads_step        ,model   s_fount ,64,94,0,0,36,117,155,0
ads_step        ,model   s_step2 ,64,94,0,0,36,4,4,0
ads_step        ,model   s_step2 ,64,94,32768,0,36,4,4,0
ads_sup         ,model   s_side1 ,64,284,0,0,36,132,297,0
ads_sup         ,model   s_jo    ,64,284,0,0,36,101,189,0
ads_sup         ,model   s_stone ,64,284,0,0,36,77,121,0
ads_sup         ,model   s_yuka  ,64,284,0,0,36,23,39,0
ads_sup         ,model   s_step2 ,64,284,0,0,36,6,11,0
ads_sup         ,model   s_fount ,64,284,0,0,36,20,45,0
ads_sup         ,model   s_stone ,64,284,32768,0,36,50,101,0
arch_a          ,model   s_item1 ,64,382,0,0,36,274,713,0
arch_a          ,model   s_metal ,64,382,0,0,36,52,91,0
arch_a          ,model   s_flag  ,64,382,0,0,36,8,10,0
arch_b          ,model   s_item1 ,64,191,0,0,36,171,371,0
arch_b          ,model   s_3fa   ,64,191,0,0,36,56,107,0
arch_b_s        ,model   s_item1 ,64,40,0,0,36,42,75,0
arch_b_s        ,model   s_flag  ,64,40,0,0,36,8,10,0
arch_c          ,model   s_item1 ,64,222,0,0,36,176,379,0
arch_c          ,model   s_3fa   ,64,222,0,0,36,55,107,0
arch_c          ,model   s_jo    ,64,222,0,0,36,19,28,0
arch_c          ,model   s_stone ,64,222,0,0,36,12,21,0
arch_c          ,model   s_fun2  ,64,222,32768,0,36,8,10,0
arch_c_s        ,model   s_item1 ,64,40,0,0,36,42,75,0
arch_c_s        ,model   s_flag  ,64,40,0,0,36,8,10,0
armor_bord_p    ,model   s_item1 ,64,88,0,0,36,100,201,0
armor_bord_p    ,                ,64,88,0,0,36,6,6,0
armor_bord_p    ,model   s_tent1 ,64,88,0,0,36,4,4,0
armor_bord_p    ,model   s_sign  ,64,88,0,0,36,12,23,0
armor_bord_p    ,model   s_sign  ,64,88,32768,0,36,4,4,0
auc_stdl        ,model   s_yuka  ,64,442,0,0,36,117,191,0
auc_stdl        ,model   s_stone ,64,442,0,0,36,71,105,0
auc_stdl        ,model   s_kabe2 ,64,442,0,0,36,81,123,0
auc_stdl        ,model   s_side1 ,64,442,0,0,36,41,79,0
auc_stdl        ,model   s_fount ,64,442,0,0,36,186,387,0
auc_stdl        ,model   s_kabe2 ,64,442,32768,0,36,165,299,0
auc_stdl        ,model   s_stone ,64,442,32768,0,36,9,15,0
auc_stdl        ,model   s_step2 ,64,442,32768,0,36,12,16,0
auc_stdlu       ,model   s_yuka  ,64,68,0,0,36,16,25,0
auc_stdlu       ,model   s_stone ,64,68,0,0,36,56,97,0
auc_stdlu       ,model   s_kabe2 ,64,68,0,0,36,36,65,0
auc_stdr        ,model   s_yuka  ,64,442,0,0,36,128,211,0
auc_stdr        ,model   s_stone ,64,442,0,0,36,71,141,0
auc_stdr        ,model   s_kabe2 ,64,442,0,0,36,74,115,0
auc_stdr        ,model   s_side1 ,64,442,0,0,36,41,79,0
auc_stdr        ,model   s_fount ,64,442,0,0,36,195,323,0
auc_stdr        ,model   s_kabe2 ,64,442,32768,0,36,166,321,0
auc_stdr        ,model   s_stone ,64,442,32768,0,36,9,15,0
auc_stdr        ,model   s_step2 ,64,442,32768,0,36,12,16,0
auc_stdru       ,model   s_yuka  ,64,68,0,0,36,16,25,0
auc_stdru       ,model   s_stone ,64,68,0,0,36,57,89,0
auc_stdru       ,model   s_kabe2 ,64,68,0,0,36,34,49,0
auchatal        ,model   s_flag  ,64,58,0,0,36,42,103,0
auchatal        ,model   s_item  ,64,58,0,0,36,10,25,0
auchatar        ,model   s_flag  ,64,58,0,0,36,42,93,0
auchatar        ,model   s_item  ,64,58,0,0,36,10,25,0
aucparts001     ,model   s_kabe  ,64,280,0,0,36,238,577,0
aucparts002     ,model   s_fount ,64,438,0,0,36,132,265,0
aucparts002     ,model   s_metal ,64,438,0,0,36,102,153,0
aucparts002     ,model   s_wood  ,64,438,0,0,36,42,67,0
aucparts002     ,model   s_item  ,64,438,0,0,36,102,168,0
aucparts002     ,model   s_kabe  ,64,438,0,0,36,98,139,0
aucparts002     ,model   s_item1 ,64,438,0,0,36,92,136,0
aucparts002     ,model   s_fount ,64,438,32768,0,36,20,33,0
aucparts003     ,model   s_fount ,64,182,0,0,36,104,211,1
aucparts003     ,model   s_item1 ,64,182,0,0,36,118,201,1
aucparts003     ,model   s_item  ,64,182,0,0,36,12,24,1
aucyane         ,model   s_metal ,64,642,0,0,36,888,1423,0
aucyane         ,model   s_item  ,64,642,0,0,36,72,124,0
aucyane         ,model   s_item1 ,64,642,0,0,36,24,52,0
aucyane         ,                ,64,642,0,0,36,32,46,0
aucyane         ,model   s_sign  ,64,642,32768,0,36,12,16,0
b_wborn_h       ,model   s_metal ,64,116,0,0,36,150,265,0
b_wborn2        ,model   s_metal ,64,180,0,0,36,244,499,0
b_wborn2        ,model   s_side1 ,64,180,0,0,36,4,4,0
backmodel       ,model   s_roof  ,64,427,0,0,36,84,169,0
backmodel       ,model   s_ent   ,64,427,0,0,36,220,491,0
backmodel       ,model   s_fount ,64,427,0,0,36,68,121,0
bar             ,model   s_item1 ,64,322,0,0,36,49,80,0
bar             ,model   s_stone ,64,322,0,0,36,83,175,0
bar             ,model   s_kabe  ,64,322,0,0,36,147,271,0
bar             ,model   s_doors ,64,322,0,0,36,6,6,0
