zone_id,zone_name,kind,name,referenced_segments,type_hex,codec,width,height,blend_flags,flags2,sub_flag,object_name,note
5,Uleguerand Range,texture,model   ebi     ,8,0xA1,3TXD,128,256,,,,,
5,Uleguerand Range,texture,model   freez   ,2,0xA1,3TXD,128,128,,,,,
5,Uleguerand Range,texture,model   fusigi  ,1,0xA1,3TXD,64,64,,,,,
5,Uleguerand Range,texture,model   gar_w05c,2,0xA1,3TXD,256,128,,,,,
5,Uleguerand Range,texture,model   ice     ,3,0xA1,3TXD,128,128,,,,,
5,Uleguerand Range,texture,model   jyu     ,16,0xA1,3TXD,256,256,,,,,
5,Uleguerand Range,texture,model   lake    ,29,0xA1,3TXD,512,512,,,,,
5,Uleguerand Range,texture,model   xar_f2  ,51,0xA1,3TXD,512,512,,,,,
5,Uleguerand Range,texture,model   xar_frs1,160,0xA1,3TXD,512,256,,,,,
5,Uleguerand Range,texture,model   xar_wll1,103,0xA1,3TXD,512,256,,,,,
5,Uleguerand Range,texture,model   xar_wll2,5,0xA1,3TXD,128,256,,,,,
5,Uleguerand Range,texture,model   xar_wll3,43,0xA1,3TXD,512,256,,,,,
5,Uleguerand Range,texture,model   xar_ykk1,109,0xA1,3TXD,512,256,,,,,
5,Uleguerand Range,texture,model   zal_w01c,9,0xA1,3TXD,256,256,,,,,
5,Uleguerand Range,texture,model   zal_w02c,6,0xA1,3TXD,256,128,,,,,
5,Uleguerand Range,texture,model   zal_w03c,3,0xA1,3TXD,128,128,,,,,
5,Uleguerand Range,texture,effect  pika    ,0,0xA1,3TXD,64,64,,,,,unreferenced
5,Uleguerand Range,texture,effect  iice    ,0,0xA1,3TXD,64,64,,,,,unreferenced
5,Uleguerand Range,texture,effect  tatu    ,0,0xA1,3TXD,64,64,,,,,unreferenced
5,Uleguerand Range,texture,effect  kot2    ,1,0xA1,3TXD,64,64,,,,,
5,Uleguerand Range,texture,effect  kot1    ,1,0xA1,3TXD,64,64,,,,,
5,Uleguerand Range,texture,effect  yuka    ,0,0xA1,3TXD,64,64,,,,,unreferenced
5,Uleguerand Range,texture,effect  strm    ,0,0xA1,3TXD,128,128,,,,,unreferenced
5,Uleguerand Range,texture,effect  tama    ,0,0xA1,3TXD,32,32,,,,,unreferenced
5,Uleguerand Range,texture,effect  suit    ,0,0xA1,3TXD,32,32,,,,,unreferenced
5,Uleguerand Range,texture,effect  yuki    ,0,0xA1,3TXD,128,128,,,,,unreferenced
5,Uleguerand Range,texture,effect  yuk2    ,0,0xA1,3TXD,64,64,,,,,unreferenced
5,Uleguerand Range,texture,effect  hubu    ,0,0xA1,3TXD,64,64,,,,,unreferenced
5,Uleguerand Range,texture,effect  kem1    ,0,0xA1,3TXD,64,64,,,,,unreferenced
5,Uleguerand Range,texture,effect  fall    ,2,0xA1,3TXD,256,256,,,,,
5,Uleguerand Range,texture,clod    clod_a01,2,0xA1,3TXD,256,256,,,,,
5,Uleguerand Range,texture,lf03    lf03    ,0,0xB1,,128,256,,,,,unreferenced;leading_u32=0x00000002
5,Uleguerand Range,texture,mist    clod_a01,2,0xA1,3TXD,256,256,,,,,
5,Uleguerand Range,texture,lf03    lf03    ,0,0xB1,,128,256,,,,,unreferenced;leading_u32=0x00000002
5,Uleguerand Range,texture,snow    clod_b01,2,0xA1,3TXD,256,256,,,,,
5,Uleguerand Range,texture,lf08    lf08    ,0,0xB1,,128,256,,,,,unreferenced;leading_u32=0x00000002
